price,bedrooms,sqft_living,floors
439000,4,2690,2
465000,4,3360,2
249900,4,1500,1.5
665000,2,2600,1
370000,3,1160,1
620000,2,1430,1.5
375000,3,1870,1
552625,4,2560,1
315500,3,1160,1
620000,2,1680,1
510000,4,2010,1
652500,4,2540,2
574000,4,3240,2
430000,3,2670,2
390000,3,1080,1
466500,3,1430,1
315000,2,1290,2
220000,4,1240,1
325000,3,1840,1
365000,3,1120,1
356000,3,2100,2
380000,4,2030,1
579000,4,2030,2
682000,2,890,1
499000,3,1750,1
333760,3,1300,1
745000,4,2650,2
380000,3,1750,1
435000,3,1440,3.5
520000,3,1700,1
965000,4,3920,2
270000,3,1470,1
1.10E+06,5,2520,1.5
577500,3,2140,1
650000,3,1550,1
1.23E+06,4,3180,2
1.90E+06,5,6510,2
475000,2,1440,1.5
200000,3,1150,1
397000,4,2320,2
383610,3,1230,1
275000,4,2060,2
840000,3,2783,2
365000,4,2140,2
362000,3,1420,2
350000,3,2090,1
200000,2,1320,1.5
299000,4,2300,1
555000,4,3050,1
1.33E+06,3,2960,1
896000,5,2520,1
550000,2,1740,1
324500,2,1300,1
312500,3,1170,1
485000,4,1946,2
511000,2,1250,1
139500,2,1230,2
464000,4,2180,2
255000,3,1740,1
679975,4,3830,2
624800,3,2250,1
920000,3,2590,2
1.37E+06,3,2090,1.5
510000,3,2400,1
289659,4,2260,2
585000,4,2910,2
555000,5,3640,2
940000,4,3770,2
460000,3,1600,1
319000,3,2110,2
280000,3,1720,2
250000,3,1100,1
749950,4,2620,2
458000,5,3090,1
465000,3,1890,2
580000,3,1850,1
700000,4,3100,2
350000,4,2506,2
456000,4,1700,1
290000,3,1550,1.5
475000,4,2200,1
285000,3,1890,2
309000,3,1140,1
860000,4,3740,2
219000,3,1940,1
546500,3,2130,2
338000,2,1470,1
505000,2,1070,1
340000,4,1680,1
678000,3,2730,2
800000,3,1890,1
112000,1,1080,1
252000,3,1440,1.5
335000,4,2540,1
610000,3,2300,1
245000,3,1690,1
493500,3,1800,1
596500,4,1770,2
245000,3,1190,1.5
333500,3,1320,1
373000,3,1290,1
759900,4,3000,2
317000,3,1358,3
670000,3,1220,1.5
985000,2,2720,2
310000,3,1060,1
750000,4,3020,2
408000,3,1640,2
900000,5,3870,2
460000,4,2860,1
339000,4,1740,1
660000,3,1140,1
449950,4,3290,2
235000,3,1210,1
769000,5,3320,1
428000,2,1350,1
445000,3,1990,2
462000,4,2060,1
775000,3,1460,1.5
605000,4,2250,1
193500,2,950,1
389950,4,3140,2
790000,4,3560,2
442000,2,1410,1
890000,4,2770,2
235000,3,1864,1
495000,4,1930,1
600000,4,3870,2
1.40E+06,3,2020,1.5
251000,3,1300,1
471000,4,3410,2
597000,4,2370,2
804000,5,2770,2
357000,3,1250,1
419990,3,1690,2
725000,4,3040,2
275000,3,2710,2
445000,3,1190,1
510000,3,2300,2
330000,4,1360,1
270000,3,1500,1
495000,4,1610,1
225000,4,1420,2
716528,3,1750,1
260000,3,1510,2
471000,4,2330,2
690000,5,2690,2
548000,5,1700,1.5
505000,3,1020,1
325000,3,1160,1
682000,4,2450,2
605000,3,2010,2
276200,2,1370,1
530000,3,1370,1.5
245000,3,1990,1
654950,4,2790,2
221900,2,780,1
466000,4,2240,1
383150,3,2210,1
657100,4,1390,1
539000,3,1800,2
400000,6,3320,1
215000,4,1960,1
489000,2,850,1
649000,4,2980,2
700000,4,1980,1
268500,2,790,1
515000,3,1800,2
685000,4,2260,1
305000,2,800,2
950000,4,2490,1.5
292500,4,1610,2
270000,4,1850,1
450000,4,1850,1
535000,4,1920,1.5
550000,3,1740,2
457500,3,1430,2
136500,3,1420,1
224097,3,1420,1
254000,3,1560,2
335000,4,2030,1
594950,5,3280,2
350000,3,1360,1
169950,3,1180,1
432500,3,1940,1
440000,2,1300,2
233703,3,1650,2
310000,3,1140,2
735000,3,2540,2
730000,4,3440,2
257000,3,1800,1
485000,2,1260,3
899000,4,2370,1
279000,3,1520,1.5
225000,4,1750,1
1.36E+06,3,2680,2
355000,3,1590,2
382500,4,1560,1
324360,3,2000,2
315000,3,2380,1.5
426000,2,2230,2
395000,5,2820,2
212644,3,1570,1.5
510000,3,1845,2
85000,2,830,1
235000,2,830,1
295000,4,2030,2
720001,3,1430,1.5
313950,3,1510,1
415000,3,1510,1
305000,3,1610,1
625000,3,1600,1.5
490000,3,1420,1
269950,3,1660,2
2.70E+06,5,4230,2
829000,4,3310,2.5
635000,4,2470,1
217500,3,1040,1
270000,4,1850,1
1.25E+06,3,4610,2
480000,4,2480,2
575000,3,2130,1
426950,4,2350,2
125000,3,920,1
208000,3,920,1
325000,4,1780,1
597157,7,2690,1
728725,4,3010,2.5
708000,5,3180,1
1.30E+06,4,4120,2
405000,3,1280,1
550000,4,1690,1.5
451000,4,2320,2
540500,5,3090,2
1.03E+06,5,5050,2
218000,4,1640,1
562000,4,2170,1
401500,4,3140,2
196700,2,1090,1
583000,3,1930,1
309900,5,2100,1
485000,4,3110,2
465000,3,930,1
595000,4,2050,2
254000,3,1160,1
488500,3,1820,2
260000,4,2110,2
166000,2,870,1
440000,2,1080,1
375000,3,1260,2
529500,2,900,1
338000,2,750,1
335620,3,1800,1
464000,4,2220,1
354000,2,1390,1
601000,4,2160,2
285000,3,1840,1
462500,2,1690,2
350000,4,2650,2
329000,4,1120,1
312500,4,2500,1
370000,4,2220,2
399900,3,1260,1
398000,3,1480,1.5
550500,2,930,1
709000,3,2780,1.5
402000,5,2770,1
450000,3,1530,1
524000,3,2140,1
800000,4,4600,1
185000,4,1760,1
365000,4,1760,1
925000,4,3110,2
714000,3,2260,1
495000,3,1460,1
535000,3,2050,1
880000,4,2340,1
150000,3,1230,1
554500,3,1880,1
520000,3,1280,1.5
839990,4,3660,2
500000,3,1650,2
305000,2,1960,1.5
247800,3,1580,2
344200,4,2490,2
459950,4,2000,2
229900,4,1550,1
750000,4,2820,1
509000,4,2600,1
680000,4,2200,1
661500,5,2500,1
370000,2,1270,3
785000,4,2900,1
355000,2,840,1
446000,4,1940,1
830000,5,3490,2
324000,3,1940,2
500000,4,2490,2
745000,3,1390,1
1.20E+06,4,3940,2
385000,2,1760,1
565000,3,2560,1
465000,4,2300,1
401000,3,1770,3
385000,3,2310,1
395000,3,2310,2
245000,5,2000,1.5
500000,3,1540,1
334000,5,2590,1
550000,3,980,1
216000,3,1730,1
340500,3,3070,3
375000,4,2100,2
600000,3,2080,1
375000,4,1890,1
536500,4,2000,1.5
599900,3,3030,2
750000,2,1110,1
355000,3,1650,1
590000,3,1410,1
680000,2,2140,1
429000,3,1860,2
581000,2,1170,1
463800,3,980,1
2.98E+06,5,7400,2
443000,5,1650,1.5
276200,3,1480,1
630000,5,4060,2
570000,3,1370,2
979700,4,2480,2
730000,4,2030,1.5
268450,5,2200,1
490000,3,1770,1
808000,3,2550,1
350000,3,1250,1
695000,4,2390,1
1.23E+06,4,5730,2
309950,1,1120,1.5
134000,3,1270,1
645500,4,2390,2
750000,3,1760,1.5
1.40E+06,3,2560,2
344900,4,1820,1
601450,2,1840,3
575000,4,1810,2
405000,3,2470,1
518000,4,2520,2
265000,2,1600,1
180000,3,1280,1
285000,3,1590,2
433000,3,2000,1
399000,3,1780,1
565000,3,1700,2
406500,3,1970,1
420000,4,1940,1
965000,4,3290,1.5
1.38E+06,4,3500,2
353950,5,3260,2
847700,5,4230,2
185000,5,1590,1.5
269000,2,1010,1
422800,3,1820,1
379950,2,870,1
525000,3,1620,1
810000,4,3980,2
209950,4,1630,1
439950,3,1230,2
554820,4,3510,1
359000,4,2160,2
242500,3,1020,1
330000,3,1590,1
740000,3,3440,2
630000,5,3020,2
750000,3,2280,1
695000,4,2790,2
109000,2,580,1
389000,3,2030,1
447000,2,850,1
1.20E+06,3,2480,1
315000,3,1010,1
640000,3,2420,2
570000,3,2180,2
495000,3,1830,2
449500,5,2040,1
1.08E+06,4,2640,2
294950,2,1060,1
170500,3,1640,1
312000,4,1190,1.5
350000,3,2180,1
690000,4,2120,2
375000,4,2210,2
575000,4,2510,2
646000,4,2500,1
239950,3,1560,2
400000,5,2510,1.5
455000,4,3060,1
240000,3,1310,1
3.40E+06,4,4260,2
695000,3,2500,1.5
304950,2,670,1
650000,3,1840,1
402500,3,1480,2
482000,3,2420,2
655000,3,1820,1
577000,5,1940,2
350000,3,1630,2
415000,4,2520,1
396400,4,2120,2
654300,3,2490,2
774950,4,3410,2
855000,4,2380,2
1.15E+06,3,2490,2
330000,2,1240,2
290000,4,1900,1
519500,3,2390,1.5
450000,3,1810,1
3.12E+06,3,4490,2
265000,3,1620,1.5
359000,4,2640,2
2.00E+06,4,2870,2
1.05E+06,4,3250,1
402500,2,800,1
450000,3,1360,1
262500,5,1950,1
285000,4,1970,2
290000,3,2020,2
752500,2,2280,1
820000,4,3540,2
292000,3,1560,2
213000,2,750,1
400000,4,2240,2
202000,1,590,1
484000,1,690,1
617450,3,1580,1
250000,3,1040,1
405000,5,1880,1
325000,2,1070,1
301350,3,1860,1
425000,2,1550,1
460000,3,1860,1
938000,3,3090,2
348000,3,1720,1
435000,2,1260,1.5
227950,3,1120,1
425000,2,1250,1
550000,3,1810,1.5
347500,3,1890,2
397000,4,2020,1
410000,4,1790,1
780000,3,3190,2
1.35E+06,4,3030,1.5
476000,3,1630,2
390000,3,1180,1
226500,3,1560,1
495000,3,1340,2
1.50E+06,5,2590,1
385000,3,1020,1
535950,3,2370,2
910000,4,3170,2.5
465000,2,1120,1
495000,3,1440,1
250000,4,2170,1.5
1.23E+06,4,3490,2
400000,4,1970,2
715000,4,2780,2
342000,3,2250,1
420000,4,1340,1
148226,3,1400,1
313000,3,1510,1
150000,3,1320,1
150000,2,820,1
230000,2,1080,1
389100,2,840,1
645000,4,2070,1
310000,3,1520,1
351358,2,1210,2
1.70E+06,5,3810,2
1.57E+06,4,5370,2
850000,3,1540,2
470000,4,2310,2
770000,3,1870,3
366000,3,1840,1
545000,3,2060,2
205000,3,1010,1
405000,2,1020,1
467000,4,2220,1
392500,2,1050,1
901000,4,3030,1.5
500000,3,1800,1
384950,3,1860,2
1.70E+06,4,4070,2
245000,2,860,1
1.17E+06,4,3080,2
184500,3,1280,2
269000,2,1540,1.5
570000,3,1530,2
850000,4,2350,1
209000,3,920,1
327000,4,1840,1
369500,3,1650,1
440000,3,1760,1
947500,4,3290,1.5
510000,2,1270,1.5
385000,3,1600,1
370000,5,2670,1
660000,4,1960,1.5
729000,3,3300,2
440000,3,2000,2
445000,4,2360,1
460000,2,1430,1
516000,3,2330,1
343888,4,2060,2
500000,4,2240,1.5
465000,5,2330,1
302000,5,2180,2
195000,2,1280,1
640000,3,2140,2
502000,6,2890,1
360000,3,1480,2
290500,4,1680,2
248000,4,2163,2
433000,4,2280,2
480000,2,820,1
410000,3,1330,1
309950,4,2310,2
253000,3,1290,1
280000,3,1630,1
440000,3,1410,1
333000,5,1240,1
759950,3,3100,2
345000,3,2020,2
350000,4,2500,2
198000,2,790,1
730000,3,2040,1
266200,3,1430,1
1.06E+06,4,2250,2
95000,2,1070,1
430000,3,1300,1
650000,4,2560,2
379900,3,2190,2
325000,2,940,2
455000,4,1740,1
392000,4,2220,1.5
373000,3,1310,1
951250,5,2710,1
502000,3,1300,1
362500,3,1940,1
525000,2,1080,1
580000,4,2110,1
278000,3,1590,1
422500,2,910,1
783200,4,1590,1
715000,4,3290,2
472217,3,2010,2
244615,3,2060,2
385000,3,1560,1
549995,3,1120,1
959900,4,3550,2
510000,6,3300,2
367000,3,2000,1
375000,5,2680,2
500000,2,1290,3
489000,2,1290,3
340000,3,1150,2
562000,3,1880,1
489950,3,2400,2
652000,3,1920,1
472000,4,4350,2
333000,4,1910,1
560000,3,2000,1
799000,4,3290,2
860000,5,3480,2
449500,4,2410,2
692500,4,2820,2
925000,4,2710,1
267500,3,2080,1.5
396800,4,2200,2
220000,4,1180,1
892500,3,2120,1
455500,3,1460,1
743000,3,2110,1
338000,4,1790,1
332000,3,1340,1
563225,3,2460,1.5
1.15E+06,4,3760,2
645000,2,1240,1
739000,3,2750,2
435000,3,2530,2
995000,3,3200,2
520000,4,2020,1
400000,4,3030,2
440000,3,2350,1
440000,3,1690,1
738000,3,1280,1
250000,3,1170,1
338150,4,2700,2
425000,3,1800,1
883000,4,3670,2
510000,3,2350,1.5
950000,4,3100,1
435000,3,1120,1
415000,5,1900,1
439000,2,1350,2
295832,5,1410,1
285000,3,1560,1
350000,3,1090,1
489000,2,1465,2
304500,3,1790,1
288000,3,1300,1
417000,3,1920,1
615000,3,1420,2
730000,5,3760,2
178500,2,930,1
300000,4,1580,1
415000,4,2170,1
452500,3,2040,1
1.01E+06,4,3430,1
653000,4,2160,2
715000,4,2060,1
541000,3,1410,1.5
245000,4,1850,1.5
547000,2,1370,1.5
750000,5,3330,1
575000,5,1970,1
216000,3,1310,1
443000,3,1640,1
257700,4,1600,2
278000,3,1230,1
300000,3,2240,2
269100,3,2190,2
402500,3,990,1.5
306888,2,1010,2
795000,4,2920,2
525000,4,2310,2
1.05E+06,3,3470,2
452000,2,1220,1
350000,3,1550,2
410000,4,2070,2
595000,3,2060,1.5
499000,3,1690,2
340000,4,2550,2
1.07E+06,5,3370,2
460000,4,2230,2
345000,4,2382,2
280500,3,1620,2
704000,3,1140,1.5
545000,3,2140,2
335000,3,1900,1
1.33E+06,4,3370,1
420000,3,2300,1
705000,4,2040,1
274900,4,1840,1
499950,4,2860,2
415250,3,1400,1
222000,3,990,1
375000,3,3120,1
300000,3,1640,2
456700,3,2820,1
925500,3,1970,1.5
375000,5,2840,1
420000,3,2370,2
575000,3,2610,2
335000,3,1340,1
428000,4,1300,1
655000,4,3340,1
738000,3,2630,2
415000,5,1960,1
392000,3,1090,1
555000,2,1550,1
260000,3,1770,2
392500,3,1390,1.5
912000,3,2979,2
135000,2,830,1
500000,3,1560,1
238000,3,1360,1
251000,4,1650,1
406500,2,1510,2
433495,4,3010,2
265000,3,1510,1
360000,3,1950,1
425000,4,1800,1
450000,2,2810,1
449900,3,1760,1
345000,4,2040,2
612500,4,1690,1
317000,3,1530,1
585000,3,1810,1.5
455000,3,1180,1
1.04E+06,4,4090,2
497000,4,2250,2
226750,3,1070,1
385000,4,1820,1
205000,3,1080,1
745000,4,2760,2
371000,4,2550,2
545000,4,2080,2
443000,3,1280,1.5
287000,2,950,1
194000,3,1050,1
265000,3,1800,1
1.14E+06,4,3840,1
699950,4,3674,2
433000,4,1710,1.5
200000,2,910,1
289571,3,1340,1
440000,4,2340,1
400000,3,1510,1
589000,4,2630,2
850000,5,3100,2
520000,3,940,1.5
555000,2,1370,2
470000,3,2480,2
207000,2,1068,2
379750,4,2390,1
709000,4,2170,1
240000,3,1520,1
445500,4,2210,1
1.31E+06,5,3200,1
210000,3,1160,1
603000,4,2670,2
720000,3,2520,2
92000,2,760,1.5
600000,3,1310,2
725000,4,2750,1
409950,5,1790,1
515000,3,1790,2
495000,4,2400,1
998000,4,2420,2
630000,3,1710,1
410000,3,2000,1
602000,3,1580,1
750000,4,2310,1
711600,4,3580,2.5
1.05E+06,4,4320,2
700500,3,2560,2
710000,4,3220,2
250000,3,1660,1
350000,4,2420,1
475000,7,2870,1
200000,2,830,1
450000,4,1710,1
316000,5,2600,2
310000,1,670,1
392000,3,1500,1
521000,3,1460,3
495000,2,1540,1
209000,3,1250,1
809950,4,2230,1.5
400000,2,1800,1
415000,4,2400,1
411000,4,2370,2
825000,2,1830,1
436000,3,1480,3
460000,4,2620,2
281000,3,1300,1
976000,4,3120,1
485000,4,2400,2
429000,3,1430,2
729000,3,2480,2
625000,3,2280,2
218500,3,1390,1
175000,3,1030,1
442500,3,1120,1
480000,3,1300,2
715500,3,2410,1
432500,3,1470,1
875000,5,4720,2
605000,5,2910,2
1.69E+06,4,5000,3
318000,3,1690,1
311300,2,1000,1
325000,5,2400,1
795000,5,3330,2
558000,4,2060,1
370000,4,3090,2
598850,4,2350,2
515700,3,2180,2
458000,3,1870,2
583500,3,3530,2.5
653750,4,2460,2
299000,3,1650,2
532000,5,3480,1
819000,3,3176,2
945000,4,2420,1
608700,4,2260,1
812000,4,2380,1
464000,5,3400,1
950000,4,3770,2
700000,4,2672,2
435000,3,1180,1
229500,3,1810,1
1.58E+06,3,2610,1.5
265000,3,1450,1
995000,2,1600,1
590000,3,2650,1
740000,4,2490,2
360000,2,850,1
548500,4,1820,1
599000,3,1960,1
615000,3,2350,1
292000,3,1320,1
899000,4,3720,2
500000,3,2210,1
580000,3,1910,1.5
580000,4,2840,2
594000,3,1320,1
500000,3,2440,1
550000,4,2420,1
275000,3,1180,1
390000,3,1820,2
1.25E+06,3,3760,2.5
250000,3,1560,2
405000,2,1790,2
213950,3,1430,1
232000,3,1390,1
207000,3,990,1
310000,3,1880,1
540000,3,2520,3
750000,4,2060,1.5
392500,4,2150,2
305000,5,2500,1
735000,3,2390,2
575000,4,2400,2
175000,2,660,1
291000,4,1580,2
791500,4,3250,2
475000,3,1880,1
238950,2,1190,1
470000,3,1280,2
420000,4,2380,1
440000,3,2040,2
656000,4,1440,1.5
559950,3,2120,2
600000,2,990,1
255000,3,1710,1
210750,4,1840,1.5
485000,4,1150,1.5
390000,3,2250,2
405000,3,2460,1
462500,4,1540,1.5
435000,4,2210,1
440000,3,1440,2
299950,3,1790,1
440000,2,1120,2
312620,3,1260,1
372500,3,1180,1
297262,3,1730,2
735000,4,2250,1
430000,3,1550,2
241000,2,1070,1.5
201000,3,1460,1
570000,2,1060,1
538000,4,1840,1
729000,3,2440,2
331500,4,1700,1
110700,2,680,1
245000,3,1700,1
427000,3,2000,1
650500,4,2340,1
335900,2,1120,1
535000,2,1510,1.5
360000,5,2120,1
294900,3,1500,1
460000,2,1030,1
1.77E+06,4,5440,2
463000,2,1150,1
332000,5,2420,1
199500,4,1750,1
247000,4,1750,1
442500,4,2170,2
600000,3,2540,1
449000,3,1690,2
725000,4,1600,1.5
215000,3,1060,1
582500,2,1990,1
305000,4,2210,2
734000,4,3090,2
300000,3,1050,1
525888,5,2550,1
711000,4,2095,1.5
360000,3,1520,1
357000,5,2750,2
235000,3,1200,1
550000,3,1830,1
324000,3,1160,1
420000,3,1750,1
450000,4,2400,2
825000,5,4140,2
272000,4,2115,2
481000,3,2580,1.5
500000,3,1220,1
448000,2,1630,1
480000,2,1350,1
475000,3,1690,2
472500,2,1700,2
291000,4,1890,1
294000,2,850,1
1.01E+06,4,2480,1
442500,3,1690,2
170000,2,810,1
1.58E+06,4,3980,1
665000,3,2580,2
1.61E+06,5,6085,3
675000,2,2140,1
279900,2,1360,1
875000,4,1800,1.5
571000,3,1920,2
320000,3,860,1.5
525000,3,2340,1
1.65E+06,8,4040,1
137900,3,1160,1
440000,3,1680,2
360000,3,1280,1
271000,4,1800,1
465000,6,4250,1
280000,4,2400,2
283000,2,940,1
411500,3,1110,1
282000,3,2420,1
535000,3,1850,2.5
554729,4,2020,2
868000,4,2020,2
427000,3,1830,1
455000,4,1920,1
595000,2,1280,1
400000,4,3130,2
770000,4,3920,2
742500,4,3100,2
1.25E+06,4,3220,1
375000,3,1670,1
1.56E+06,4,2700,2
545000,4,5461,1
1.05E+06,4,4400,2
1.57E+06,3,2190,1
178000,4,1200,1.5
262500,3,1470,1
730000,3,1650,1.5
395000,5,1840,1
355000,3,1210,1
299990,3,1870,2
1.13E+06,4,3890,1.5
425000,4,2660,2
349000,2,1150,1
554950,4,1740,1
326000,6,2580,1.5
580000,4,1720,1
699000,3,2740,2
757000,3,2610,1
335000,3,1400,1
660000,3,2570,1
540000,4,2830,2
320000,5,2630,2
280000,3,1580,2
324000,3,1540,1
300000,3,2120,1
360000,3,1830,2
600000,3,2260,2
950000,4,2500,1
599950,3,1830,3
190000,4,1190,1
350000,4,2310,1
522000,3,1230,1.5
850000,3,2940,2
308000,3,1010,1
1.02E+06,6,2550,2
397500,3,1480,1.5
186000,3,1460,1
436500,5,3110,1
710000,3,2140,1
1.38E+06,5,3450,2
450000,3,1960,1
375000,4,1890,1
315000,2,2080,1
467500,3,1700,1.5
330000,3,1140,1
665000,3,3136,1.5
760000,4,2590,3
469000,3,1480,2
408000,3,1500,2
851000,3,2660,1
410000,2,1350,1
235000,2,860,1
207100,2,1000,1
560000,4,2480,1
903000,3,3860,2
998500,3,2140,2
268500,4,1820,1.5
494950,2,2220,1
1.13E+06,4,2660,2
250000,3,1470,1
449000,4,2350,1
1.23E+06,3,2980,1
325000,4,1870,1
506000,5,2430,1
751000,4,2790,2
280000,3,1370,2
1.12E+06,4,4470,2
580000,3,2040,1
665000,4,2340,1
450000,4,2520,2
389900,4,1710,1.5
427000,3,1200,1
265000,3,1330,1
398000,3,1310,2
354000,6,3020,2
339950,4,2260,2
399000,2,790,1
325000,2,970,1
998800,3,2250,1
350000,4,1530,1.5
1.00E+06,4,1780,1
561000,3,2120,2
245000,2,1500,1
570000,2,1500,1
845000,4,2390,1.5
314500,4,2390,2
650000,3,2920,1
298000,2,850,1
500000,2,930,1
870000,4,3340,2
299000,2,710,1
527000,3,2240,1
420000,3,1060,1
290000,3,2360,2
1.66E+06,4,3520,1
499990,3,1730,1
315000,3,1170,1
425000,4,3680,2
630000,3,2900,2
365000,3,1290,1.5
774000,4,2010,2
368888,3,1490,1
339500,4,1930,2
344950,4,2240,1
450000,3,2320,1
814950,4,2990,2
299900,4,2200,2
315000,3,1500,1
880000,3,3860,1
195000,3,1430,1
910000,5,3750,2
540000,5,3100,2
306000,3,1870,2
272000,4,2040,1
1.30E+06,5,3700,2
450000,3,3150,1
450000,3,1990,2
310000,4,1740,1.5
530000,2,2080,1
435000,4,2060,2
485000,3,1590,1
690000,3,1760,2
305000,4,1620,2
300000,3,1210,1
289950,4,2040,1
575000,3,2270,2
1.82E+06,4,6640,2
219000,3,1060,1
265000,4,1940,1
1.11E+06,5,3070,2
200000,3,930,1
545000,4,2180,1
378000,3,2130,2
388000,2,800,1
425000,4,2200,1
536000,2,1130,2
1.18E+06,3,1970,1
629950,3,1680,2
465000,4,1470,1
545000,4,2390,1
592000,4,2300,2
446000,4,2280,1
375000,3,1330,3
632500,5,2640,2
459950,4,2430,1
485000,4,2470,2
255000,3,1440,1
251750,3,1320,1
725000,3,2810,2
460000,3,1370,3
625000,3,2000,1
530000,3,1980,1
394950,3,2050,2
324950,4,2320,1
330000,3,1960,2
220000,4,1910,1
685000,3,2030,2
500000,3,2210,1
368000,4,2610,1
825000,3,2520,2
660000,6,1840,1
253000,3,1570,1
392500,4,2400,1
605000,3,1930,2
215000,3,1160,1
650000,4,2820,2
877500,4,3060,2
232500,3,1320,1
234000,2,1200,2
380000,3,1560,1
420000,5,3070,1
399950,3,1040,1
256750,3,1990,1
535000,3,1690,2
515000,3,1810,2
770000,4,2520,1
256000,3,1570,1
489900,3,1680,1
165000,3,1250,1
220000,3,1280,1
575000,4,4620,2
375000,3,1580,2
422250,3,1650,2
420000,3,1660,1
608000,4,2410,2
620000,3,1720,1.5
850000,3,3120,2
463000,4,2680,1
750000,5,2640,1
1.07E+06,3,3730,2
290000,3,1700,1
525000,4,2280,1
319000,3,1220,2
592500,6,3500,2
350000,3,2010,2
454900,3,2130,1
272000,4,1800,2
357500,3,1070,1
285000,3,1020,1
280000,4,1600,1
477000,4,1380,1
750000,3,3270,2
595000,4,2100,2
525000,3,2110,3
319000,3,1640,1
225000,3,1320,1
485000,4,2420,1
341000,3,1390,1.5
674000,3,2320,2
442250,3,2170,2
591000,4,2710,2
276000,3,1450,1
394000,3,1370,1
355000,3,1810,1
260000,3,1420,1
300000,3,2090,1
310000,3,2090,1
209000,3,1330,1
344950,3,1330,1
230000,5,1910,1
336950,3,2310,1
700000,3,2500,1
230000,3,1310,1
443500,4,2040,2
471000,4,2040,2
595000,3,2400,1
470000,3,1400,1.5
600000,4,1700,1
1.38E+06,4,3160,2.5
427800,3,1340,1
445000,4,1470,1
382000,3,1790,1
577000,3,1560,1
427000,3,2620,2
255000,3,1580,1
240000,3,1090,1
1.23E+06,5,3240,1.5
435000,4,2520,1
1.45E+06,3,2230,1
425000,4,2430,2
393000,2,1020,1
264950,4,1810,1
746500,4,3460,2
450000,3,2020,1
229950,3,1410,1
425000,2,750,1
2.56E+06,4,5300,2
1.40E+06,4,4380,1.5
753000,3,2290,2
310000,2,720,1
395000,2,1200,1
725000,3,2620,1
295000,4,2120,2
225000,3,1580,1
1.70E+06,3,4160,3
431000,3,1830,1
358500,3,2000,1
595000,2,980,1
468000,4,3040,2
260000,4,1740,1
375000,3,1450,1.5
295000,3,1560,2
403900,4,2050,1
269950,3,1760,1
640000,3,1740,2
221000,3,910,1
255000,3,1700,1
300000,4,2620,2
270000,3,1500,1
575000,4,1630,1
246900,3,1370,1
635000,2,1390,2
450000,3,1540,1
215000,3,1190,1
785000,3,4500,2
522500,4,2370,1
150000,2,1360,2
199950,2,870,1
3.00E+06,4,4850,2
379900,3,3110,2
950000,4,3700,2
865000,6,3500,2
785000,3,1670,1
245700,3,1640,1
951000,3,3400,1
499950,3,2060,1
257000,3,1330,1
549000,3,2330,1.5
1.60E+06,3,3040,2
1.40E+06,5,3700,3
619000,3,1990,1.5
311000,5,2020,1
600000,5,2980,1
1.08E+06,4,3990,2
436000,2,790,1
205000,2,1060,1
514000,3,2260,1
530000,2,1900,2
511000,5,3361,2
2.10E+06,4,3550,2
370000,5,2740,2
500000,4,2040,1
710000,4,4070,2
270000,1,720,1
415000,3,2000,1.5
1.80E+06,5,4400,2
236000,3,1300,1
278000,2,1420,2
312000,3,1540,1
539000,3,1540,1
498000,3,2360,2
857000,4,3720,2
780000,3,1690,1
650000,3,2300,1
559500,4,1650,1
219950,2,990,1
671500,4,2130,2
813000,4,3320,2
182000,3,1960,1
203700,2,770,1
740000,4,2010,1.5
230000,2,800,1
128000,3,910,1
345000,3,1200,1
663000,4,3570,2
329950,3,1820,2
1.05E+06,3,2930,3
402300,3,1480,1
492000,4,3305,1.5
448000,4,2230,1
273000,3,1560,1
335000,3,1030,1
695000,3,2380,1.5
279000,3,1010,1
485000,2,2060,1
383000,4,2370,2
490000,4,2242,2
240000,2,1078,2
285000,2,890,1
524950,3,2700,2
729000,4,2450,2
460000,3,1420,1
687500,3,1280,1.5
1.17E+06,5,2910,1
825000,4,2430,2
314950,2,1860,2
470000,3,1800,1
500000,3,1960,1
313000,3,1550,1.5
445000,2,840,1
300000,4,2080,1
619500,4,2210,1.5
305000,3,1210,1
874000,3,1350,3
477500,3,1860,2
700000,3,1940,1
515000,4,3400,2
590000,4,2240,2
205000,3,1170,1
310000,3,3130,2
442500,2,1510,2
1.08E+06,4,3740,2
530000,4,2690,2
343500,4,1760,1
334900,4,2180,1.5
544300,4,1560,1
370000,3,1780,2
245000,3,1260,1
535000,4,1570,1.5
202000,2,740,1
490000,4,2020,2
651500,4,1500,2
270000,4,1670,1
1.16E+06,3,3620,2
289000,2,1010,2
240000,3,1460,1
790000,3,1790,1
350000,3,1760,2
246950,3,1790,2
400000,3,1050,1
533000,4,2590,2
198400,3,1040,1
495000,4,4060,2
862000,4,3190,2
870000,4,3190,2
875000,4,2180,1
317000,6,2120,2
325000,4,2110,2
615000,2,1210,1.5
334950,4,2410,2
775000,3,1980,2
600000,4,2370,1
565000,3,1720,1.5
292500,2,750,1
825000,3,2510,1
495000,3,2577,2
525000,3,1540,2
438600,1,720,1
507000,3,1810,1
275900,3,1380,1
1.17E+06,4,2570,2
275000,4,1690,1
355000,3,1420,1
233000,4,2130,1
666000,3,3000,1.5
317500,4,2150,1
420000,4,2280,1
290000,4,1560,2
320000,3,1880,1
650000,3,2320,2
325000,3,1010,1
165000,3,1120,1
500000,3,1560,1
443000,4,1860,1
213400,3,1150,1
480000,4,1920,1
275000,4,2490,1
299880,3,1460,2
